address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes,lat,lon
"20699 42 Ave, Langley City, BC V3A 3B1",,,Langley Curling Club ,http://langleycurlingclub.com/,Ice,Curling,Indoor,Private,20699,42 Avenue,,Langley City,BC,V3A 3B1,,,,,49.0788972,-122.6517063
"20699 42 Ave, Langley City, BC V3A 3B1",,,Langley Figure Skating Club,http://www.skatelangley.com/,Ice,Single surface,Indoor,Private,20699,42 Avenue,,Langley City,BC,V3A 3B1,,,,,49.0788972,-122.6517063
"20699 42 Ave, Langley City, BC V3A 3B1",,,George Preston Recreation Centre,https://www.tol.ca/recreation-culture/facilities/george-preston-recreation-centre/,Ice,Single surface,Indoor,Public,,,,,,,,,,,49.0788972,-122.6517063
"20740 Mufford Crescent, Langley City, BC V2Y 1N9",,,National Hockey Training Centre,https://www.nhtclangley.com/,Ice,Single surface,Indoor,Public,20740,Mufford Crescent,110,Langley City,BC,V2Y 1N9,,,,,49.1154797,-122.6490693
"2114 W 4th Ave, Vancouver, BC V6K 4R8",,,Russian Community Centre,http://www.russiancentrevancouver.com/,Leisure / Community Centres,General,Indoor,Public,2114,W 4th Avenue ,,Vancouver,BC,V6K 4R8,,,for people interested in Russian culture,,49.2679037,-123.1533575
"2121 Marine Dr, West Vancouver, BC V7V 4Y2",,,West Vancouver Aquatic Centre,https://westvancouver.ca/parks-recreation/community-centres/aquatic-centre,Aquatics,25m pool with or without other pools,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"3 pools, fitness area",,49.3314067,-123.1703167
"2121 Marine Dr, West Vancouver, BC V7V 4Y2",,,West Vancouver Aquatic Centre,https://westvancouver.ca/parks-recreation/community-centres/aquatic-centre,Aquatics,Leisure / wading pools,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"3 pools, fitness area",,49.3314067,-123.1703167
"2121 Marine Dr, West Vancouver, BC V7V 4Y2",,,West Vancouver Aquatic Centre,https://westvancouver.ca/parks-recreation/community-centres/aquatic-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"3 pools, fitness area",,49.3314067,-123.1703167
"2121 Marine Dr, West Vancouver, BC V7V 4Y2",,,West Vancouver Community Centre,https://westvancouver.ca/parks-recreation/community-centres/west-vancouver-community-centre,Leisure / Community Centres,General,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"community centre, fitness, gym",,49.3314067,-123.1703167
"2121 Marine Dr, West Vancouver, BC V7V 4Y2",,,West Vancouver Community Centre,https://westvancouver.ca/parks-recreation/community-centres/west-vancouver-community-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"community centre, fitness, gym",,49.3314067,-123.1703167
"2121 Marine Dr, West Vancouver, BC V7V 4Y2",,,West Vancouver Community Centre,https://westvancouver.ca/parks-recreation/community-centres/west-vancouver-community-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,2121,Marine Drive,,West Vancouver,BC,V7V 4Y2,,,"community centre, fitness, gym",,49.3314067,-123.1703167
"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,Leisure / Community Centres,General,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"community centre with seniors' and youth programs, ice rinks, fitness, pool (opening in March), gym, ",,49.2598603,-122.7767353
"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,Ice,2+ surfaces,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, ",,49.2598603,-122.7767353
"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,Aquatics,Leisure / wading pools,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, fitness",,49.2598603,-122.7767353
"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, fitness",,49.2598603,-122.7767353
"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, fitness",,49.2598603,-122.7767353
"2199 148 St, Surrey, BC V4A 8L5",,,South Surrey Arena,https://www.surrey.ca/culture-recreation/1919.aspx,Ice,Single surface,Indoor,Public,2199,148 Street,,Surrey,BC,V4A 8L5,,,Olympic-sized rink,,49.0413799,-122.812665
"22200 Fraser Hwy, Langley City, BC V3A 3T2",,,W.C. Blair Recreation Centre,https://www.tol.ca/recreation-culture/facilities/w.c.-blair-recreation-centre/,Aquatics,25m pool with or without other pools,Indoor,Public,22200,Fraser Highway  ,,Langley City,BC,V3A 3T2,,,"wave pool, fitness",,49.0912268,-122.609776
"22200 Fraser Hwy, Langley City, BC V3A 3T2",,,W.C. Blair Recreation Centre,https://www.tol.ca/recreation-culture/facilities/w.c.-blair-recreation-centre/,Aquatics,Spray parks / splash pads,Indoor,Public,22200,Fraser Highway  ,,Langley City,BC,V3A 3T2,,,"wave pool, fitness",,49.0912268,-122.609776
"22200 Fraser Hwy, Langley City, BC V3A 3T2",,,W.C. Blair Recreation Centre,https://www.tol.ca/recreation-culture/facilities/w.c.-blair-recreation-centre/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,22200,Fraser Highway  ,,Langley City,BC,V3A 3T2,,,"wave pool, fitness",,49.0912268,-122.609776
"225 2nd St E, North Vancouver, BC V7L 1C4",,,North Shore Neighbourhood House,https://www.nsnh.bc.ca/,Leisure / Community Centres,General,Indoor,Public,225,2nd Street E,,North Vancouver,BC,V7L 1C4,,,,,49.3107815,-123.0739512
"225 2nd St E, North Vancouver, BC V7L 1C4",,,North Shore Neighbourhood House,https://www.nsnh.bc.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,225,2nd Street E,,North Vancouver,BC,V7L 1C4,,,,,49.3107815,-123.0739512
"2300 Kirkstone Rd, North Vancouver, BC V7J 1Z6",,,Karen Magnussen Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/karen-magnussen-community-recreation,Aquatics,25m pool with or without other pools,Indoor,Public,2300,Kirkstone Road,,North Vancouver,BC,V7J 1Z6,,,"pool, fitness",,49.3306856,-123.0459827
"2300 Kirkstone Rd, North Vancouver, BC V7J 1Z6",,,Karen Magnussen Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/karen-magnussen-community-recreation,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2300,Kirkstone Road,,North Vancouver,BC,V7J 1Z6,,,"pool, fitness",,49.3306856,-123.0459827
"2300 Rocket Way, Coquitlam, BC V3K 6Z2",,,Planet Ice ,https://planetice.ca/coquitlam/,Ice,2+ surfaces,Indoor,Public,2300,Rocket Way,,Coquitlam,BC,V3K 6Z2,,,"4 rinks, Innovative fitness club",,49.230809,-122.82803
"2300 Rocket Way, Coquitlam, BC V3K 6Z2",,,Planet Ice ,https://planetice.ca/coquitlam/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,2300,Rocket Way,,Coquitlam,BC,V3K 6Z2,,,"4 rinks, Innovative fitness club",,49.230809,-122.82803
"2311 Cassiar St, Vancouver, BC V5M 3X3",,,Thunderbird Community Centre,https://www.thunderbirdcc.ca/,Leisure / Community Centres,General,Indoor,Public,2311,Cassiar Street,,Vancouver,BC,V5M 3X3,,,"community centre with programs for children, youth, adult and 'older adult', fitness, gym",,49.2638999,-123.0313168
"2311 Cassiar St, Vancouver, BC V5M 3X3",,,Thunderbird Community Centre,https://www.thunderbirdcc.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,2311,Cassiar Street,,Vancouver,BC,V5M 3X3,,,"community centre with programs for children, youth, adult and 'older adult', fitness, gym",,49.2638999,-123.0313168
"2311 Cassiar St, Vancouver, BC V5M 3X3",,,Thunderbird Community Centre,https://www.thunderbirdcc.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2311,Cassiar Street,,Vancouver,BC,V5M 3X3,,,"community centre with programs for children, youth, adult and 'older adult', fitness, gym",,49.2638999,-123.0313168
"2351 No 6 Rd, Richmond, BC V6V 1P3",,,Stage 18 Badminton Centre,https://www.stage18badminton.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,,49.1967646,-123.0701928
"23580 105 Ave, Maple Ridge, BC V2W 1B8",,Maple Ridge,Golden Ears Winter Club,http://gewc.ca/,Ice,Curling,Indoor,Private,23580,105 Avenue,,Maple Ridge,BC,V2W 1B8,,,,,49.194551,-122.566611
"23588 105 Ave, Maple Ridge, BC V2W 1B8",,,Planet Ice - Maple Ridge,https://planetice.ca/mapleridge/,Ice,2+ surfaces,Indoor,Public,23588,105 Avenue,,Maple Ridge,Bc,V2W 1B8,,,,,49.193836,-122.5658851
"2390 W 10th Ave, Vancouver, BC V6K 4K9",,,Connaught Park,https://covapp.vancouver.ca/parkfinder/parkdetail.aspx?inparkid=108,Leisure / Community Centres,General,Both,Public,2390,W 10th Avenue ,,Vancouver,BC,V6K 4K9,,,"community centre, sports fields, playgrounds, ice rink (in Kitsilano Community Centre), water park",,49.2627999,-123.1597174
"240 23rd St E, North Vancouver, BC V7L 3L2",,,Mickey McDougall Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/mickey-mcdougall-community-recreation,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,240,23rd Street E,,North Vancouver,BC,V7L 3L2,,,"gym, badminton",,49.3307005,-123.0674157
"240 23rd St E, North Vancouver, BC V7L 3L2",,,Mickey McDougall Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/mickey-mcdougall-community-recreation,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,240,23rd Street E,,North Vancouver,BC,V7L 3L2,,,"gym, badminton",,49.3307005,-123.0674157
"240 Willingdon Ave, Burnaby, BC V5C 5E9",,,Eileen Dailly Leisure Pool & Fitness Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Eileen-Dailly.html,Aquatics,25m pool with or without other pools,Indoor,Public,240,Willingdont Avenue,,Burnaby ,BC,V5C 5E9,,,"pool, fitness",,49.2832339,-123.002392
"240 Willingdon Ave, Burnaby, BC V5C 5E9",,,Eileen Dailly Leisure Pool & Fitness Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Eileen-Dailly.html,Aquatics,Leisure / wading pools,Indoor,Public,240,Willingdont Avenue,,Burnaby ,BC,V5C 5E9,,,"pool, fitness",,49.2832339,-123.002392
"240 Willingdon Ave, Burnaby, BC V5C 5E9",,,Eileen Dailly Leisure Pool & Fitness Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Eileen-Dailly.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,240,Willingdont Avenue,,Burnaby ,BC,V5C 5E9,,,"pool, fitness",,49.2832339,-123.002392
"2411 Mt Seymour Pkwy, North Vancouver, BC V7H 2Y9",,"North Vancouver, DM",Canlan Ice Sports,https://www.icesports.com/CORPORATE/facility-listings.aspx,Ice,2+ surfaces,Indoor,Private,2411,Mount Seymour Parkway,,North Vancouver,BC,V7H 2Y9,,,,,49.313575,-123.00326
"2425 Oxford St, Vancouver, BC V5K 1M7",,,Kiwassa Neighbourhood House,https://www.kiwassa.ca/,Leisure / Community Centres,General,Indoor,Public,2425,Oxford Street,,Vancouver,BC,V5K 1M7,,,,,49.2859829,-123.0555911
"2425 Oxford St, Vancouver, BC V5K 1M7",,,Vancouver Family Connections,https://www.vancouverfamilyconnections.org/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2859829,-123.0555911
"2500 Capilano Rd, North Vancouver, BC V7R 4H2",,,Capilano Tennis Club,https://www.capilanotennisclub.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,2500,Capilano Road,,North Vancouver,,V7R 4H2,,,,,49.3332128,-123.1163478
"26007 98 Ave, Maple Ridge, BC V2W 1T3",,,Thornhill Community Hall,http://thornhillhall.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community hall, tennis",,49.180993,-122.500908
"26770 29 Ave, Langley Twp, BC V4W 3B8",,,Aldergrove Kinsmen Community Centre,https://www.tol.ca/recreation-culture/facilities/aldergrove-kinsmen-community-centre/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.055212,-122.482885
"2690 Larch St, Vancouver, BC V6K 4K9",,,Kitsilano War Memorial Community Centre,https://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx,Leisure / Community Centres,General,Indoor,Public,2690,Larch Street,,Vancouver,BC,V6K 4K9,,,"community centre, fitness centre, ice rink, spray park",,49.2615316,-123.162041
"2690 Larch St, Vancouver, BC V6K 4K9",,,Kitsilano War Memorial Community Centre,https://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2690,Larch Street,,Vancouver,BC,V6K 4K9,,,"community centre, fitness centre, ice rink, spray park",,49.2615316,-123.162041
"2690 Larch St, Vancouver, BC V6K 4K9",,,Kitsilano War Memorial Community Centre,https://vancouver.ca/parks-recreation-culture/kitsilano-war-memorial-community-centre.aspx,Ice,Single surface,Indoor,Public,2690,Larch Street,,Vancouver,BC,V6K 4K9,,,"community centre, fitness centre, ice rink, spray park",,49.2615316,-123.162041
"2690 Larch St, Vancouver, BC V6K 4K9",,,Kitsilano Community Centre,https://kitscc.com/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2690,Larch Street,,Vancouver,BC,V6K 4K9,,,,,49.2615316,-123.162041
"2690 Larch St, Vancouver, BC V6K 4K9",,,Kitsilano Community Centre,https://kitscc.com/,Ice,Single surface,Indoor,Public,2690,Larch Street,,Vancouver,BC,V6K 4K9,,,,,49.2615316,-123.162041
"27032 Fraser Hwy, Aldergrove, BC V4W 3P6",,,Aldergrove Credit Union Community Centre,https://www.tol.ca/recreation-culture/facilities/aldergrove-credit-union-community-centre/,Ice,Single surface,Indoor,Public,,,,,,,,,"ice, pool, fitness",,49.0579339,-122.4748936
"27032 Fraser Hwy, Aldergrove, BC V4W 3P6",,,Aldergrove Credit Union Community Centre,https://www.tol.ca/recreation-culture/facilities/aldergrove-credit-union-community-centre/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"ice, pool, fitness",,49.0579339,-122.4748936
"2720 Beaverbrook Crescent, Burnaby, BC V3J 7K3",,,Creekside Youth Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Youth-Centres/Creekside.html,Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,,49.2595361,-122.9029453
"2720 Beaverbrook Crescent, Burnaby, BC V3J 7K3",,,Creekside Youth Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Youth-Centres/Creekside.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,49.2595361,-122.9029453
"2720 Beaverbrook Crescent, Burnaby, BC V3J 7K3",,,Creekside Youth Centre,https://www.burnaby.ca/Things-To-Do/Community-Centres/Youth-Centres/Creekside.html,Physical Recreation & Sports,Sport fields,Indoor,Public,,,,,,,,,,,49.2595361,-122.9029453
"2750 E 29th Ave, Vancouver, BC V5R 1V5",,,Slocan Community Hall,https://www.renfrewcc.com/facilities/rentals/#slocan-hall,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2446242,-123.0489203
"280 Lloyd Ave, North Vancouver, BC V7P 3H3",,,North Vancouver Tennis Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/north-vancouver-tennis-centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,280,Lloyd Avenue,,North Vancouver,BC,V7P 3H3,,,,,49.31975,-123.104425
"282 W 49th Ave, Vancouver, BC V5Y 2Z5",,,Langara Family YMCA,https://gv.ymca.ca/Locations/Area-One/Langara/Langara-Family-YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,282,W 49th Avenue ,,Vancouver,BC,V5Y 2Z5,,,"pool, fitness, gym",,49.2255323,-123.1123927
"282 W 49th Ave, Vancouver, BC V5Y 2Z5",,,Langara Family YMCA,https://gv.ymca.ca/Locations/Area-One/Langara/Langara-Family-YMCA,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,282,W 49th Avenue ,,Vancouver,BC,V5Y 2Z5,,,"pool, fitness, gym",,49.2255323,-123.1123927
"282 W 49th Ave, Vancouver, BC V5Y 2Z5",,,Langara Family YMCA,https://gv.ymca.ca/Locations/Area-One/Langara/Langara-Family-YMCA,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,282,W 49th Avenue ,,Vancouver,BC,V5Y 2Z5,,,"pool, fitness, gym",,49.2255323,-123.1123927
"28395 96 Ave, Maple Ridge, BC V2W 1L2",,,Ruskin Community Hall,http://ruskinhall.com/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.1769547,-122.4347808
"2929 E 22nd Ave, Vancouver, BC V5M 2Y3",,,Renfrew Park Community Centre,https://vancouver.ca/parks-recreation-culture/renfrew-park-community-centre.aspx,Leisure / Community Centres,General,Indoor,Public,2929,E 22nd Avenue,,Vancouver,BC,V5M 2Y3,,,"community centre, indoor pool, wading pool, sports fields, playground, fitness",,49.2520583,-123.0429661
"2929 E 22nd Ave, Vancouver, BC V5M 2Y3",,,Renfrew Park Community Centre,https://vancouver.ca/parks-recreation-culture/renfrew-park-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2929,E 22nd Avenue,,Vancouver,BC,V5M 2Y3,,,"community centre, indoor pool, wading pool, sports fields, playground, fitness",,49.2520583,-123.0429661
"2929 E 22nd Ave, Vancouver, BC V5M 2Y3",,,Renfrew Park Community Centre,https://vancouver.ca/parks-recreation-culture/renfrew-park-community-centre.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,2929,E 22nd Avenue,,Vancouver,BC,V5M 2Y3,,,"community centre, indoor pool, wading pool, sports fields, playground, fitness",,49.2520583,-123.0429661
"300 Ioco Rd, Port Moody, BC V3H 2V7",,Port Moody,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,Ice,Curling,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",,49.2843456,-122.8313402
"300 Loco Rd, Port Moody, BC V3H 2V7",,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",,49.2843456,-122.8313402
"300 Loco Rd, Port Moody, BC V3H 2V7",,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",,49.2843456,-122.8313402
"300 Loco Rd, Port Moody, BC V3H 2V7",,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",,49.2843456,-122.8313402
"300 Loco Rd, Port Moody, BC V3H 2V7",,,Port Moody Recreation Complex & Weight Room,https://www.portmoody.ca/en/recreation-parks-and-environment/fitness-and-weight-room.aspx,Physical Recreation & Sports,Sport fields,Indoor,Public,300,Ioco Road,,Port Moody,BC,V3H 2V7,,,"curling, fitness, gym, track, sports fields",,49.2843456,-122.8313402
"3010 Sleil Waututh Rd, North Vancouver, BC V7H 2V5",,,Tsleil-Waututh Cultural and Recreation Centre,,Leisure / Community Centres,General,Indoor,Public,3010,Sleil Waututh Road,,North Vancouver,BC,V7H 2V5,,,no website - Google reviews state the centre has a gym,,49.3095642,-122.9884235
"3010 Sleil Waututh Rd, North Vancouver, BC V7H 2V5",,,Tsleil-Waututh Cultural and Recreation Centre,,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3010,Sleil Waututh Road,,North Vancouver,BC,V7H 2V5,,,no website - Google reviews state the centre has a gym,,49.3095642,-122.9884235
"302 Columbia St, Vancouver, BC V6A 4J1",,,Downtown Eastside Women's Centre,http://dewc.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2821393,-123.1020496
"305 Royal Ave, New Westminster, BC V3L 1G7",,,New Westminster Tennis Club,https://nwtennis.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,305,Royal Avenue,,New Westminster,BC,V3L 1G7,,,,,49.2079057,-122.9069512
"3096 E Hastings St, Vancouver, BC V5K 2A3",,,Hastings Community Centre,https://vancouver.ca/parks-recreation-culture/hastings-community-centre.aspx,Leisure / Community Centres,General,Both,Public,3096,E Hastings Street,,Vancouver,BC,V5K 2A3,,,"community centre, gym, fitness, racquetball, tennis, playground, water park",,49.280658,-123.0394186
"3096 E Hastings St, Vancouver, BC V5K 2A3",,,Hastings Community Centre,https://vancouver.ca/parks-recreation-culture/hastings-community-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3096,E Hastings Street,,Vancouver,BC,V5K 2A3,,,"community centre, gym, fitness, racquetball, tennis, playground, water park",,49.280658,-123.0394186
"3096 E Hastings St, Vancouver, BC V5K 2A3",,,Hastings Community Centre,https://vancouver.ca/parks-recreation-culture/hastings-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3096,E Hastings Street,,Vancouver,BC,V5K 2A3,,,"community centre, gym, fitness, racquetball, tennis, playground, water park",,49.280658,-123.0394186
"3096 E Hastings St, Vancouver, BC V5K 2A3",,,Hastings Community Centre,https://vancouver.ca/parks-recreation-culture/hastings-community-centre.aspx,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,3096,E Hastings Street,,Vancouver,BC,V5K 2A3,,,"community centre, gym, fitness, racquetball, tennis, playground, water park",,49.280658,-123.0394186
"315 Klahanie Court, West Vancouver, BC  V7P 1V7",,,Evergreen Squash Club,http://www.evergreensquash.com/w/homepage,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,,,,,,,,"racquet courts, fitness",,49.3263489,-123.124807
"315 Klahanie Court, West Vancouver, BC  V7P 1V7",,,Evergreen Squash Club,http://www.evergreensquash.com/w/homepage,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,,,,,,,,,"racquet courts, fitness",,49.3263489,-123.124807
"320 Alexander St, Vancouver, BC V6A 1C3",,,Evelyne Saller Centre,https://vancouver.ca/parks-recreation-culture/evelyne-saller-centre.aspx,Leisure / Community Centres,General,Indoor,Public,320,Alexander Street,,Vancouver,BC,V6A 1C3,,,community centre for at risk adults,,49.283951,-123.096892
"3335 Webber Ln, Vancouver, BC V6S 0H3",,,Westbrook Community Centre,http://www.discoverwesbrook.com/posts/wesbrook-community-centre#.XiIJaSiJJdg,Leisure / Community Centres,General,Indoor,Public,3335,Webber Lane,,Vancouver,BC,V6S 0H3,,,"community centre, fitness, splash pad",,49.2541076,-123.2375546
"3335 Webber Ln, Vancouver, BC V6S 0H3",,,Westbrook Community Centre,http://www.discoverwesbrook.com/posts/wesbrook-community-centre#.XiIJaSiJJdg,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3335,Webber Lane,,Vancouver,BC,V6S 0H3,,,"community centre, fitness, splash pad",,49.2541076,-123.2375546
"3335 Webber Ln, Vancouver, BC V6S 0H3",,,Westbrook Community Centre,http://www.discoverwesbrook.com/posts/wesbrook-community-centre#.XiIJaSiJJdg,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,49.2541076,-123.2375546
"3350 Maquinna Dr, Vancouver, BC V5S 4C6",,,Champlain Heights Community Centre,https://champlainheightscc.ca/facilities,Leisure / Community Centres,General,Indoor,Public,3350,Maquinna Drive,,Vancouver,BC,V5S 4C6,,,"community centre, gym, fitness, badminton",,49.2144481,-123.0320663
"3350 Maquinna Dr, Vancouver, BC V5S 4C6",,,Champlain Heights Community Centre,https://champlainheightscc.ca/facilities,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3350,Maquinna Drive,,Vancouver,BC,V5S 4C6,,,"community centre, gym, fitness, badminton",,49.2144481,-123.0320663
"3350 Maquinna Dr, Vancouver, BC V5S 4C6",,,Champlain Heights Community Centre,https://champlainheightscc.ca/facilities,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3350,Maquinna Drive,,Vancouver,BC,V5S 4C6,,,"community centre, gym, fitness, badminton",,49.2144481,-123.0320663
"3360 Victoria Dr, Vancouver, BC V5N 4M4",,,Trout Lake Community Centre,https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx,Leisure / Community Centres,General,Both,Public,3360,Victoria Drive,,Vancouver,BC,V5N 4M4,,,"community centre, ice rink, gym, fitness, outdoor performance plaza",,49.255178,-123.0652081
"3360 Victoria Dr, Vancouver, BC V5N 4M4",,,Trout Lake Community Centre,https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx,Ice,Single surface,Indoor,Public,3360,Victoria Drive,,Vancouver,BC,V5N 4M4,,,"community centre, ice rink, gym, fitness, outdoor performance plaza",,49.255178,-123.0652081
"3360 Victoria Dr, Vancouver, BC V5N 4M4",,,Trout Lake Community Centre,https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3360,Victoria Drive,,Vancouver,BC,V5N 4M4,,,"community centre, ice rink, gym, fitness, outdoor performance plaza",,49.255178,-123.0652081
"3360 Victoria Dr, Vancouver, BC V5N 4M4",,,Trout Lake Community Centre,https://vancouver.ca/parks-recreation-culture/trout-lake-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3360,Victoria Drive,,Vancouver,BC,V5N 4M4,,,"community centre, ice rink, gym, fitness, outdoor performance plaza",,49.255178,-123.0652081
"3456 Princeton Ave, Coquitlam, BC V3E 3H1",,,Smiling Creek Activity Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/smiling-creek-activity-centre,Leisure / Community Centres,General,Indoor,Public,3456,Princeton Avenue,,Coquitlam,BC,V3E 3H1,,,"community centre located within Smiling Creek Elementary School, gym, sports courts, playgrounds",,49.2980668,-122.7503512
