idx,facility_name,suggested_name,Name_Correction,Name_Match,all_names,source_facility_type,odhf_facility_type,suggested_type,Type_Match,Type_Correction,all_types,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,MISSING,hosp_group,dupe_flag,address
4702,park street place,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,650,park street,N0P1M0,dresden,on,,Chatham-Kent,3536020,35,42.58488156,-82.18674717,2,3016,FALSE,"650, park street, dresden, on, N0P1M0"
4703,park view retirement home,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,254,dalhousie street,N3S3V2,brantford,on,,Brantford,3529006,35,43.14024625,-80.25491772,2,3017,FALSE,"254, dalhousie street, brantford, on, N3S3V2"
4704,parkdale activity - recreation centre,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,1499,queen street w,M6R1A3,toronto,on,,Toronto,3520005,35,43.63958288,-79.4405301,2,3018,FALSE,"1499, queen street w, toronto, on, M6R1A3"
4706,parkdale golden age foundation,,,,,senior active living centre,Nursing and residential care facilities,,,,,Province of Ontario,,27,roncesvalles avenue,M6R2K4,toronto,on,,Toronto,3520005,35,43.63979888,-79.4461661,2,3019,FALSE,"27, roncesvalles avenue, toronto, on, M6R2K4"
4707,parkdale queen west community health centre,,,,,community health centre,Ambulatory health care services,,,,,Province of Ontario,,168,bathurst street,M5V2R4,toronto,on,,Toronto,3520005,35,43.64659738,-79.40423059,2,3020,FALSE,"168, bathurst street, toronto, on, M5V2R4"
4708,parkland on the glen,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,1665,the collegeway,L5L0A9,mississauga,on,,Mississauga,3521005,35,43.54388615,-79.66402826,2,3021,FALSE,"1665, the collegeway, mississauga, on, L5L0A9"
4710,parkview home long-term care,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,123,weldon road,L4A0G8,whitchurch-stouffville,on,,Whitchurch-Stouffville,3519044,35,43.96541475,-79.25898437,2,3022,FALSE,"123, weldon road, whitchurch-stouffville, on, L4A0G8"
4711,parkview manor health care centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,98,3 street s,N0G1L0,chesley,on,,Arran-Elderslie,3541043,35,44.2983199,-81.091335,2,3023,FALSE,"98, 3 street s, chesley, on, N0G1L0"
4713,parkview nursing centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,545,king street w,L8P1C1,hamilton,on,,Hamilton,3525005,35,43.26103249,-79.88486411,2,3024,FALSE,"545, king street w, hamilton, on, L8P1C1"
4714,parkway house,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,2475,regina street,K2B6X3,ottawa,on,,Ottawa,3506008,35,45.36993334,-75.78486176,2,3025,FALSE,"2475, regina street, ottawa, on, K2B6X3"
4716,parkwood hospital pain & symptom management - st. joseph's health care london,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,800,commissioners road e,N6A4G5,london,on,,London,3539036,35,42.96003808,-81.2254348,2,3026,FALSE,"800, commissioners road e, london, on, N6A4G5"
4718,parkwood suites,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,720,new hampshire street,N2K0A3,waterloo,on,,Waterloo,3530016,35,43.51574441,-80.50189473,2,3027,FALSE,"720, new hampshire street, waterloo, on, N2K0A3"
4719,parry sound family health team,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,60,bowes street,P2A2L3,parry sound,on,,Parry Sound,3549032,35,45.34336314,-80.02034955,2,3028,FALSE,"60, bowes street, parry sound, on, P2A2L3"
4720,participation house - hamilton and district,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,1022,waterdown road,L7T1N3,burlington,on,,Burlington,3524002,35,43.3071135,-79.853595,2,3029,FALSE,"1022, waterdown road, burlington, on, L7T1N3"
4721,participation house brantford,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,10,bell lane,N3T5W5,brantford,on,,Brantford,3529006,35,43.1246366,-80.2781124,2,3030,FALSE,"10, bell lane, brantford, on, N3T5W5"
4722,participation house support services,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,620,colborne street,N6B3R9,london,on,,London,3539036,35,42.99374598,-81.24300271,2,3031,FALSE,"620, colborne street, london, on, N6B3R9"
4723,participation house toronto,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,1,burnview crescent,M1H1B4,toronto,on,,Toronto,3520005,35,43.75353751,-79.23432495,2,3032,FALSE,"1, burnview crescent, toronto, on, M1H1B4"
4724,participation lodge - grey bruce,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,,highway 10,N0H1R0,holland centre,on,,Chatsworth,3542037,35,44.39359865,-80.7947729,3,3033,FALSE,"highway 10, holland centre, on, N0H1R0"
4725,pathways alcohol and drug treatment services of renfrew county,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,39,renfrew avenue w,K7V2Y2,renfrew,on,,Renfrew,3547048,35,45.47057402,-76.68421557,2,3034,FALSE,"39, renfrew avenue w, renfrew, on, K7V2Y2"
4726,pathways retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,375,trunk road,P6A6T5,sault ste marie,on,,Sault Ste. Marie,3557061,35,46.5167198,-84.28446604,2,3035,FALSE,"375, trunk road, sault ste marie, on, P6A6T5"
4727,pathways to independence,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,289,pinnacle street,K8N3B3,belleville,on,,Belleville,3512005,35,44.16873867,-77.38398799,2,3036,FALSE,"289, pinnacle street, belleville, on, K8N3B3"
4728,patricia region senior services inc.,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,35,van horne avenue,P8N3B4,dryden,on,,Dryden,3560027,35,49.78362787,-92.8355216,2,3037,FALSE,"35, van horne avenue, dryden, on, P8N3B4"
4729,pavilion women's centre,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,345,cecil street,P0J1K0,temiskaming shores,on,,Temiskaming Shores,3554020,35,47.4453711,-79.63267084,2,3038,FALSE,"345, cecil street, temiskaming shores, on, P0J1K0"
4730,pays plat first nation (css),,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,10,central place pays,P0T3C0,plat,on,,"Thunder Bay, Unorganized",3558090,35,48.84937114,-87.5353407,2,3039,FALSE,"10, central place pays, plat, on, P0T3C0"
4731,pearl and pine retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,390,pearl street,L7R0A4,burlington,on,,Burlington,3524002,35,43.32623411,-79.79452329,2,3040,FALSE,"390, pearl street, burlington, on, L7R0A4"
4732,"peel addiction assessment and referral centre, the",,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,60,west drive,L6T3T6,brampton,on,,Brampton,3521010,35,43.70302348,-79.7251084,2,3041,FALSE,"60, west drive, brampton, on, L6T3T6"
4733,peel halton dufferin acquired brain injury services,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,176,robert speck parkway,L4Z3G1,mississauga,on,,Mississauga,3521005,35,43.59702356,-79.63297036,2,3042,FALSE,"176, robert speck parkway, mississauga, on, L4Z3G1"
4734,peel manor,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,525,main street n,L6X1N9,brampton,on,,Brampton,3521010,35,43.69999507,-79.78142981,2,3043,FALSE,"525, main street n, brampton, on, L6X1N9"
4735,peel senior link,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,50,burnhamthorpe road w,L5B3C2,mississauga,on,,Mississauga,3521005,35,43.59177946,-79.63634556,2,3044,FALSE,"50, burnhamthorpe road w, mississauga, on, L5B3C2"
4737,peer support south east ontario,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,56,russell street,K0K2K0,madoc,on,,Centre Hastings,3512026,35,44.50547802,-77.47481584,2,3045,FALSE,"56, russell street, madoc, on, K0K2K0"
4739,pembroke regional hospital mental health services,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,180,plaunt street,K7V1M8,renfrew,on,,Renfrew,3547048,35,45.47260342,-76.68364937,2,3046,FALSE,"180, plaunt street, renfrew, on, K7V1M8"
4741,peninsula family health team inc.,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,24,moore street,N0H1W0,lions head,on,,Northern Bruce Peninsula,3541069,35,44.98634602,-81.24851741,2,3047,FALSE,"24, moore street, lions head, on, N0H1W0"
4742,penmarvian retirement home,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,185,grand river street n,N3L2N2,brant,on,,Brant,3529005,35,43.19896886,-80.38400806,2,3048,FALSE,"185, grand river street n, brant, on, N3L2N2"
4743,pension du bonheur,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,176,st joseph street,K0B1A0,alfred,on,,Alfred and Plantagenet,3502023,35,45.56088511,-74.87676008,2,3049,FALSE,"176, st joseph street, alfred, on, K0B1A0"
4744,people advocating for change through empowerment (p.a.c.e.) inc.,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,1,healthcare crescent,P0T2C0,manitouwadge,on,,Manitouwadge,3558066,35,49.12766749,-85.82469749,2,3050,FALSE,"1, healthcare crescent, manitouwadge, on, P0T2C0"
4745,people for equal partnership in mental health (pep),,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,1180,cassells street,P1B1X1,north bay,on,,North Bay,3548044,35,46.31889133,-79.44197936,2,3051,FALSE,"1180, cassells street, north bay, on, P1B1X1"
4746,peoplecare a.r. goudie kitchener,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,369,frederick street,N2H2P1,kitchener,on,,Kitchener,3530013,35,43.4564955,-80.47446971,2,3052,FALSE,"369, frederick street, kitchener, on, N2H2P1"
4747,peoplecare hilltop manor cambridge,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,42,elliott street,N1R2J2,cambridge,on,,Cambridge,3530010,35,43.35352749,-80.30996865,2,3053,FALSE,"42, elliott street, cambridge, on, N1R2J2"
4748,peoplecare oakcrossing london,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,1242,oakcrossing road,N6H0G2,london,on,,London,3539036,35,42.99044098,-81.31277543,2,3054,FALSE,"1242, oakcrossing road, london, on, N6H0G2"
4749,peoplecare tavistock,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,28,william street n,N0B2R0,tavistock,on,,East Zorra-Tavistock,3532038,35,43.31908376,-80.83917752,2,3055,FALSE,"28, william street n, tavistock, on, N0B2R0"
4751,perley and rideau veterans' health centre (the),,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,1750,russell road,K1G5Z6,ottawa,on,,Ottawa,3506008,35,45.4044932,-75.6357297,2,3056,FALSE,"1750, russell road, ottawa, on, K1G5Z6"
4752,perram house,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,4,wellesley place,M4Y2K4,toronto,on,,Toronto,3520005,35,43.66735509,-79.37711618,2,3057,FALSE,"4, wellesley place, toronto, on, M4Y2K4"
4753,personal attendant care,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,1615,dundas street e,L1N2L1,whitby,on,,Whitby,3518009,35,43.88470215,-78.91099185,2,3058,FALSE,"1615, dundas street e, whitby, on, L1N2L1"
4754,personal choice independent living/choix personnel vie autonome,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,520,bronson avenue,K1R7Y9,ottawa,on,,Ottawa,3506008,35,45.40646295,-75.70313424,2,3059,FALSE,"520, bronson avenue, ottawa, on, K1R7Y9"
4756,perth and smiths falls district hospital - perth,,,,,hospital - site,Hospitals,,,,,Province of Ontario,,33,drummond street w,K7H2K1,perth,on,,Perth,3509021,35,44.906182,-76.253006,2,3060,FALSE,"33, drummond street w, perth, on, K7H2K1"
4760,perth community care centre,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,101,christie lake road,K7H3C6,perth,on,,Tay Valley,3509015,35,44.90433714,-76.27097938,2,3061,FALSE,"101, christie lake road, perth, on, K7H3C6"
4761,perth district health unit,,,,,public health unit office,Ambulatory health care services,,,,,Province of Ontario,,653,west gore street,N5A1L4,stratford,on,,Stratford,3531011,35,43.36889846,-81.00177377,2,3062,FALSE,"653, west gore street, stratford, on, N5A1L4"
4762,petawawa centennial fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,154,civic centre road,K8H3H5,petawawa,on,,Petawawa,3547076,35,45.89347847,-77.2567044,2,3063,FALSE,"154, civic centre road, petawawa, on, K8H3H5"
4764,peterborough 360 degree nurse practitioner-led clinic,,,,,nurse practitioner led clinic,Ambulatory health care services,,,,,Province of Ontario,,360,george street n,K9H7E7,peterborough,on,,Peterborough,3515014,35,44.30412145,-78.3193612,2,3064,FALSE,"360, george street n, peterborough, on, K9H7E7"
4765,peterborough family health team,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,150,king street,K9J2R9,peterborough,on,,Peterborough,3515014,35,44.30217385,-78.3201686,2,3065,FALSE,"150, king street, peterborough, on, K9J2R9"
4766,peterborough public health,,,,,public health unit office,Ambulatory health care services,,,,,Province of Ontario,,185,king street,K9J2R8,peterborough,on,,Peterborough,3515014,35,44.30167755,-78.3213693,2,3066,FALSE,"185, king street, peterborough, on, K9J2R8"
4769,peterborough retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,1039,water street,K9H3P5,peterborough,on,,Peterborough,3515014,35,44.32917075,-78.3162444,2,3067,FALSE,"1039, water street, peterborough, on, K9H3P5"
4770,phillip aziz centre for hospice care,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,558,gerrard street e,M4M1X8,toronto,on,,Toronto,3520005,35,43.66538039,-79.35387628,2,3068,FALSE,"558, gerrard street e, toronto, on, M4M1X8"
4771,phoenix rising non-profit homes and women's centre inc.,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,2,manitou drive,P6B6G5,sault ste marie,on,,Sault Ste. Marie,3557061,35,46.5234901,-84.27552334,2,3069,FALSE,"2, manitou drive, sault ste marie, on, P6B6G5"
4772,physically handicapped adults' rehabilitation association,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,280,oakwood avenue,P1B9G2,north bay,on,,North Bay,3548044,35,46.32943213,-79.47065387,2,3070,FALSE,"280, oakwood avenue, north bay, on, P1B9G2"
4774,pic mobert first nation (css),,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,,215 street,P0M2J0,mobert,on,,"Thunder Bay, Unorganized",3558090,35,48.68354,-85.633393,3,3071,FALSE,"215 street, mobert, on, P0M2J0"
4775,pikwakanagan fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,1643,mishomis inamo,K0J1X0,golden lake,on,,Pikwakanagan (Golden Lake 39),3547037,35,45.57566561,-77.25153167,2,3072,FALSE,"1643, mishomis inamo, golden lake, on, K0J1X0"
4776,pilot place society,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,70,lombard street,M5C2W2,toronto,on,,Toronto,3520005,35,43.65201689,-79.37469238,2,3073,FALSE,"70, lombard street, toronto, on, M5C2W2"
4777,pinecrest home,,,,,community support service,Nursing and residential care facilities,,,,,Province of Ontario,,1220,valley drive,P9N2W7,kenora,on,,Kenora,3560010,35,49.77992374,-94.46311879,2,3074,FALSE,"1220, valley drive, kenora, on, P9N2W7"
4778,pine meadow nursing home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,124,lloyd street,K0H2G0,northbrook,on,,Addington Highlands,3511035,35,44.7375315,-77.1556304,2,3075,FALSE,"124, lloyd street, northbrook, on, K0H2G0"
4779,pine river institute,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,180,dundas street w,M5G1Z8,toronto,on,,Toronto,3520005,35,43.65541839,-79.38637899,2,3076,FALSE,"180, dundas street w, toronto, on, M5G1Z8"
4780,pine villa nursing home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,490,hamilton regional road 8,L8G1G6,hamilton,on,,Hamilton,3525005,35,43.21627369,-79.71616285,2,3077,FALSE,"490, hamilton regional road 8, hamilton, on, L8G1G6"
4781,pine villa retirement,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,120,pine street,L9Y2N9,collingwood,on,,Collingwood,3543031,35,44.49980349,-80.21902023,2,3078,FALSE,"120, pine street, collingwood, on, L9Y2N9"
4784,pinecrest (plantagenet),,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,101,parent street,K0B1L0,plantagenet,on,,Alfred and Plantagenet,3502023,35,45.5420141,-74.99812112,2,3079,FALSE,"101, parent street, plantagenet, on, K0B1L0"
4785,pinecrest manor,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,399,bob street,N0G2H0,lucknow,on,,Huron-Kinloss,3541015,35,43.95579153,-81.51071469,2,3080,FALSE,"399, bob street, lucknow, on, N0G2H0"
4787,pinecrest nursing home (bobcaygeon),,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,3418,kawartha lakes county road 36,K0M1A0,little britain,on,,Kawartha Lakes,3516010,35,44.52836508,-78.53389679,2,3081,FALSE,"3418, kawartha lakes county road 36, little britain, on, K0M1A0"
4788,pinecrest-queensway community health centre,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,1365,richmond road,K2B6R7,ottawa,on,,Ottawa,3506008,35,45.36656224,-75.78813686,2,3082,FALSE,"1365, richmond road, ottawa, on, K2B6R7"
4790,pinehaven nursing home,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,229,lexington road,N2K2E1,waterloo,on,,Waterloo,3530016,35,43.4926954,-80.51167673,2,3083,FALSE,"229, lexington road, waterloo, on, N2K2E1"
4791,pioneer elder care,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,473,vine street,L2M3S9,st catharines,on,,St. Catharines,3526053,35,43.19467691,-79.2315698,2,3084,FALSE,"473, vine street, st catharines, on, L2M3S9"
4792,pioneer manor,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,960,notre dame avenue,P3A2T4,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005,35,46.51756439,-80.98200638,2,3085,FALSE,"960, notre dame avenue, sudbury, on, P3A2T4"
4795,place mont roc residence inc.,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,100,industrial boulevard,K6A3M8,hawkesbury,on,,Hawkesbury,3502008,35,45.59888873,-74.61425379,2,3086,FALSE,"100, industrial boulevard, hawkesbury, on, K6A3M8"
4796,plainfield community homes,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,91,millennium parkway,K8N4Z5,belleville,on,,Belleville,3512005,35,44.19244047,-77.40703409,2,3087,FALSE,"91, millennium parkway, belleville, on, K8N4Z5"
4797,planned parenthood of toronto,,,,,community health centre,Ambulatory health care services,,,,,Province of Ontario,,36,prince arthur avenue,M5R1A9,toronto,on,,Toronto,3520005,35,43.66954919,-79.39730609,2,3088,FALSE,"36, prince arthur avenue, toronto, on, M5R1A9"
4798,plantagenet family health team,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,179,old highway 17,K0B1L0,plantagenet,on,,Alfred and Plantagenet,3502023,35,45.5409067,-74.98872361,2,3089,FALSE,"179, old highway 17, plantagenet, on, K0B1L0"
4799,pleasant manor retirement village,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,15,elden street,L0S1T0,niagara-on-the-lake,on,,Niagara-on-the-Lake,3526047,35,43.22673892,-79.12186246,2,3090,FALSE,"15, elden street, niagara-on-the-lake, on, L0S1T0"
4802,pleasant valley rest home,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,511,queensville side road,L9N0G1,east gwillimbury,on,,East Gwillimbury,3519054,35,44.13128166,-79.48019546,2,3091,FALSE,"511, queensville side road, east gwillimbury, on, L9N0G1"
4803,plymouth cordage retirement community,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,110,first street,L3B4S2,welland,on,,Welland,3526032,35,42.98360277,-79.24557608,2,3092,FALSE,"110, first street, welland, on, L3B4S2"
4804,points north family health team,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,87,spruce street,P0V2V0,vermilion bay,on,,Machin,3560021,35,49.85523524,-93.38452278,2,3093,FALSE,"87, spruce street, vermilion bay, on, P0V2V0"
4805,porcupine health unit,,,,,aids bureau,Ambulatory health care services,,,,,Province of Ontario,,169,pine street s,P4N8B7,timmins,on,,Timmins,3556027,35,48.47250127,-81.32867053,2,3094,FALSE,"169, pine street s, timmins, on, P4N8B7"
4806,port credit residences,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,33,hurontario street,L5G3E8,mississauga,on,,Mississauga,3521005,35,43.55675776,-79.58341274,2,3095,FALSE,"33, hurontario street, mississauga, on, L5G3E8"
4807,port hope community health centre,,,,,children's treatment centre,Ambulatory health care services,,,,,Province of Ontario,,99,toronto road,L1A3S4,port hope,on,,Port Hope,3514020,35,43.95637569,-78.31652407,2,3096,FALSE,"99, toronto road, port hope, on, L1A3S4"
4808,port perry place,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,15941,simcoe street,L9L1N5,port perry,on,,Scugog,3518020,35,44.11144499,-78.95044579,2,3097,FALSE,"15941, simcoe street, port perry, on, L9L1N5"
4809,port perry villa retirement living,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,15987,simcoe street,L9L1N5,port perry,on,,Scugog,3518020,35,44.11234069,-78.95054629,2,3098,FALSE,"15987, simcoe street, port perry, on, L9L1N5"
4810,portage medical fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,4256,portage road,L2E6A4,niagara falls,on,,Niagara Falls,3526043,35,43.1119107,-79.09685505,2,3099,FALSE,"4256, portage road, niagara falls, on, L2E6A4"
4811,portage ontario,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,6681,irvine street,N0B1S0,elora,on,,Centre Wellington,3523025,35,43.70235774,-80.44308343,2,3100,FALSE,"6681, irvine street, elora, on, N0B1S0"
4812,portal village retirement home,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,300,elgin street,L3K6A3,port colborne,on,,Port Colborne,3526011,35,42.88749045,-79.26194028,2,3101,FALSE,"300, elgin street, port colborne, on, L3K6A3"
4813,portobello manor,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,691,valin street,K4A0G3,ottawa,on,,Ottawa,3506008,35,45.47500507,-75.47078027,2,3102,FALSE,"691, valin street, ottawa, on, K4A0G3"
4814,positive living niagara,,,,,aids bureau,Ambulatory health care services,,,,,Province of Ontario,,120,queenston street,L2R2Z3,st catharines,on,,St. Catharines,3526053,35,43.16336631,-79.23275439,2,3103,FALSE,"120, queenston street, st catharines, on, L2R2Z3"
4815,post inn village,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,203,georgian drive,L6H7H9,oakville,on,,Oakville,3524001,35,43.48026034,-79.71675247,2,3104,FALSE,"203, georgian drive, oakville, on, L6H7H9"
4816,powassan and area family health team,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,8,king street,P0H1Z0,powassan,on,,Powassan,3549060,35,46.080413,-79.360947,2,3105,FALSE,"8, king street, powassan, on, P0H1Z0"
4950,residence prescott et russell,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,1020,cartier boulevard,K6A1W7,hawkesbury,on,,Hawkesbury,3502008,35,45.60023563,-74.61370539,2,3106,FALSE,"1020, cartier boulevard, hawkesbury, on, K6A1W7"
4818,prescott fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,555,king street w,K0E1T0,prescott,on,,Prescott,3507008,35,44.70554094,-75.52050712,2,3107,FALSE,"555, king street w, prescott, on, K0E1T0"
4819,presentation manor for senior,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,61,fairfax crescent,M1L1Z7,toronto,on,,Toronto,3520005,35,43.7159154,-79.28576136,2,3108,FALSE,"61, fairfax crescent, toronto, on, M1L1Z7"
4820,prima care community fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,238,grand river street n,N3L2N7,brant,on,,Brant,3529005,35,43.20458206,-80.38708756,2,3109,FALSE,"238, grand river street n, brant, on, N3L2N7"
5624,the henley house,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,20,ernest street,L2N7T2,st catharines,on,,St. Catharines,3526053,35,43.18492631,-79.2578661,2,3110,FALSE,"20, ernest street, st catharines, on, L2N7T2"
4824,prime care fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,470,bronte street s,L9T2J4,milton,on,,Milton,3524009,35,43.49886213,-79.87649953,2,3111,FALSE,"470, bronte street s, milton, on, L9T2J4"
4825,prince edward county community care for seniors association,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,74,king street prince,K0K2T0,edward,on,,Prince Edward County,3513020,35,44.00902065,-77.14104959,2,3112,FALSE,"74, king street prince, edward, on, K0K2T0"
4826,prince edward fht,,,,,family health team - contract,Ambulatory health care services,,,,,Province of Ontario,,35,bridge street prince,K0K2T0,edward,on,,Prince Edward County,3513020,35,44.00910225,-77.13599269,2,3113,FALSE,"35, bridge street prince, edward, on, K0K2T0"
4827,prince george retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,139,main street,N0M2J0,lucan,on,,Lucan Biddulph,3539060,35,43.18638941,-81.40072728,2,3114,FALSE,"139, main street, lucan, on, N0M2J0"
4828,prince of wales manor,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,22,barnstone drive,K2G2P9,ottawa,on,,Ottawa,3506008,35,45.27185633,-75.70670863,2,3115,FALSE,"22, barnstone drive, ottawa, on, K2G2P9"
4829,princess court,,,,,long-term care home,Nursing and residential care facilities,,,,,Province of Ontario,,,princess street,P8N2Z4,dryden,on,,Dryden,3560027,35,49.783303,-92.8352797,3,3116,FALSE,"princess street, dryden, on, P8N2Z4"
4830,princess gardens retirement residence,,,,,retirement home,Nursing and residential care facilities,,,,,Province of Ontario,,100,charlotte street,K9J7L4,peterborough,on,,Peterborough,3515014,35,44.30427485,-78.3175451,2,3117,FALSE,"100, charlotte street, peterborough, on, K9J7L4"
4831,progress place,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,200,wellesley street,M4X1G3,toronto,on,,Toronto,3520005,35,43.66811959,-79.37366898,2,3118,FALSE,"200, wellesley street, toronto, on, M4X1G3"
4832,project upstream inc.,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,100,craig henry drive,K2G5W3,ottawa,on,,Ottawa,3506008,35,45.33240924,-75.77037505,2,3119,FALSE,"100, craig henry drive, ottawa, on, K2G5W3"
4833,project upstream ottawa-carleton inc.,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,1355,bank street,K1H8K7,ottawa,on,,Ottawa,3506008,35,45.38799185,-75.67505383,2,3120,FALSE,"1355, bank street, ottawa, on, K1H8K7"
4834,providence care,,,,,mental health and addiction organization,Nursing and residential care facilities,,,,,Province of Ontario,,25,front avenue w,K6V4J2,brockville,on,,Brockville,3507015,35,44.59768821,-75.68863117,2,3121,FALSE,"25, front avenue w, brockville, on, K6V4J2"
4840,providence continuing care - psychogeriatric resource consultation,,,,,community support service,Ambulatory health care services,,,,,Province of Ontario,,340,union street,K7L5A2,kingston,on,,Kingston,3510010,35,44.22374471,-76.5062089,2,3122,FALSE,"340, union street, kingston, on, K7L5A2"
