idx,street_no,street_name,postal_code,city,province,address
8889,2685,2 ave w,S6V5E3,prince albert,saskatchewan,"2685, 2 ave w, prince albert, saskatchewan, S6V5E3"
8890,1911,park street,,regina,saskatchewan,"1911, park street, regina, saskatchewan"
8891,601,wright rd,S0G3N0,moosomin,saskatchewan,"601, wright rd, moosomin, saskatchewan, S0G3N0"
8892,280,burns avenue mailing address,,Southey,saskatchewan,"280, burns avenue mailing address, Southey, saskatchewan"
8893,102,5 ave w,S0N1N0,maple creek,saskatchewan,"102, 5 ave w, maple creek, saskatchewan, S0N1N0"
8894,4co,spalding sk sok,,Spalding,saskatchewan,"4co, spalding sk sok, Spalding, saskatchewan"
8895,400,1 e,S0J2M0,spiritwood,saskatchewan,"400, 1 e, spiritwood, saskatchewan, S0J2M0"
8896,416,main street,,spiritwood,saskatchewan,"416, main street, spiritwood, saskatchewan"
8897,,,,spiritwood,saskatchewan,"spiritwood, saskatchewan"
8898,,,,spiritwood,saskatchewan,"spiritwood, saskatchewan"
8899,2910,louise street,S7J3L8,saskatoon,saskatchewan,"2910, louise street, saskatoon, saskatchewan, S7J3L8"
8901,200,1 avenue n,S0K3V0,st brieux,saskatchewan,"200, 1 avenue n, st brieux, saskatchewan, S0K3V0"
8902,,la jeunesse ave,S0M1C0,île-à-la-crosse,saskatchewan,"la jeunesse ave, île-à-la-crosse, saskatchewan, S0M1C0"
8903,33,valens drive,S7L3S2,saskatoon,saskatchewan,"33, valens drive, saskatoon, saskatchewan, S7L3S2"
8904,1174,nicholson road,S4A2V6,estevan,saskatchewan,"1174, nicholson road, estevan, saskatchewan, S4A2V6"
8909,,highway 31 n,S0L2C0,macklin,saskatchewan,"highway 31 n, macklin, saskatchewan, S0L2C0"
8910,,,S0K2A0,humboldt,saskatchewan,"humboldt, saskatchewan, S0K2A0"
8912,100,heritage drive,S0A2P0,melville,saskatchewan,"100, heritage drive, melville, saskatchewan, S0A2P0"
8917,410,3 avenue w,S0M2T0,st walburg,saskatchewan,"410, 3 avenue w, st walburg, saskatchewan, S0M2T0"
8918,372,mccarthy blvd n,S4R7M2,regina,saskatchewan,"372, mccarthy blvd n, regina, saskatchewan, S4R7M2"
8919,2202,mceown avenue,S7J3L6,saskatoon,saskatchewan,"2202, mceown avenue, saskatoon, saskatchewan, S7J3L6"
8920,303,edward st,,strasbourg,saskatchewan,"303, edward st, strasbourg, saskatchewan"
8921,91,campus drive,S7N5E8,saskatoon,saskatchewan,"91, campus drive, saskatoon, saskatchewan, S7N5E8"
8922,2200,st henry avenue,S7M0P5,saskatoon,saskatchewan,"2200, st henry avenue, saskatoon, saskatchewan, S7M0P5"
8923,25-259,hamilton road,,yorkton,saskatchewan,"25-259, hamilton road, yorkton, saskatchewan"
8924,415,spencer street,,carnduff,saskatchewan,"415, spencer street, carnduff, saskatchewan"
8925,415,spencer street,,carnduff,saskatchewan,"415, spencer street, carnduff, saskatchewan"
8926,591,15 street e,S6V1G3,prince albert,saskatchewan,"591, 15 street e, prince albert, saskatchewan, S6V1G3"
8927,,PO BOX 2003,S4H2Z9,weyburn,saskatchewan,"PO BOX 2003, weyburn, saskatchewan, S4H2Z9"
8929,2215,woodrow lloyd place,S9H5R2,swift current,saskatchewan,"2215, woodrow lloyd place, swift current, saskatchewan, S9H5R2"
8930,,,,carnduff,saskatchewan,"carnduff, saskatchewan"
8931,615,anderson avenue,S0A4C0,theodore,saskatchewan,"615, anderson avenue, theodore, saskatchewan, S0A4C0"
8932,2010,110 avenue w,S0E1T0,tisdale,saskatchewan,"2010, 110 avenue w, tisdale, saskatchewan, S0E1T0"
8934,4936,fourth avenue,S4T0J3,regina,saskatchewan,"4936, fourth avenue, regina, saskatchewan, S4T0J3"
8935,1102,103 st,S9A3K1,north battleford,saskatchewan,"1102, 103 st, north battleford, saskatchewan, S9A3K1"
8937,,PO BOX 741 airport road ,S0K4L0,unity,saskatchewan,"PO BOX 741 airport road , unity, saskatchewan, S0K4L0"
8938,,division street,S0N2V0,vanguard,saskatchewan,"division street, vanguard, saskatchewan, S0N2V0"
8939,1200,24 st w,S6V4B2,prince albert,saskatchewan,"1200, 24 st w, prince albert, saskatchewan, S6V4B2"
8943,1301,113 street,S9A3K1,north battleford,saskatchewan,"1301, 113 street, north battleford, saskatchewan, S9A3K1"
8945,533,5 street ne,S0A4J0,wadena,saskatchewan,"533, 5 street ne, wadena, saskatchewan, S0A4J0"
8946,433,5 street ne,S0A4J0,wadena,saskatchewan,"433, 5 street ne, wadena, saskatchewan, S0A4J0"
8949,301,1 street north box 309 wakaw sk sok,,,saskatchewan,"301, 1 street north box 309 wakaw sk sok, saskatchewan"
8950,100,corner street 800 15 st e,S6V8E3,prince albert,saskatchewan,"100, corner street 800 15 st e, prince albert, saskatchewan, S6V8E3"
8951,1-1230,st john st,S4R1R9,regina,saskatchewan,"1-1230, st john st, regina, saskatchewan, S4R1R9"
8952,201,centennial blvd,S0K0A1,warman,saskatchewan,"201, centennial blvd, warman, saskatchewan, S0K0A1"
8954,702,4 street e box 130 watrous sk sok,,watrous,saskatchewan,"702, 4 street e box 130 watrous sk sok, watrous, saskatchewan"
8958,702,4 street e,S0K4T0,watrous,saskatchewan,"702, 4 street e, watrous, saskatchewan, S0K4T0"
8959,4vo,watson sk sok,,,saskatchewan,"4vo, watson sk sok, saskatchewan"
8961,2995,2 ave w,S6V5V5,prince albert,saskatchewan,"2995, 2 ave w, prince albert, saskatchewan, S6V5V5"
8962,3311,fairlight drive,S7M3Y5,saskatoon,saskatchewan,"3311, fairlight drive, saskatoon, saskatchewan, S7M3Y5"
8963,1528,20 street w,S7M0Z6,saskatoon,saskatchewan,"1528, 20 street w, saskatoon, saskatchewan, S7M0Z6"
8964,,,S0J1W0,weyakwin,saskatchewan,"weyakwin, saskatchewan, S0J1W0"
8966,900,saskatchewan drive,S4H2Z9,weyburn,saskatchewan,"900, saskatchewan drive, weyburn, saskatchewan, S4H2Z9"
8970,,PO BOX 2003,S4H2Z9,weyburn,saskatchewan,"PO BOX 2003, weyburn, saskatchewan, S4H2Z9"
8971,suite 204-117,third street,S4H0W3,weyburn,saskatchewan,"suite 204-117, third street, weyburn, saskatchewan, S4H0W3"
8972,,704-5 street ne,S4H2Z9,weyburn,saskatchewan,"704-5 street ne, weyburn, saskatchewan, S4H2Z9"
8973,971,saskatchewan hwy 792,S0J1M0,leask,saskatchewan,"971, saskatchewan hwy 792, leask, saskatchewan, S0J1M0"
8975,300,1 ave,S0J0K0,canwood,saskatchewan,"300, 1 ave, canwood, saskatchewan, S0J0K0"
8977,602,20th street west,S7M0X7,saskatoon,saskatchewan,"602, 20th street west, saskatoon, saskatchewan, S7M0X7"
8978,316,moose woods dr,S7K2L2,whitecap,saskatchewan,"316, moose woods dr, whitecap, saskatchewan, S7K2L2"
8979,921,gambetta st,S0G5C0,whitewood,saskatchewan,"921, gambetta st, whitewood, saskatchewan, S0G5C0"
8980,304,7 avenue e,S0K4W0,wilkie,saskatchewan,"304, 7 avenue e, wilkie, saskatchewan, S0K4W0"
8981,17,3 st se,S0H4K0,willow bunch,saskatchewan,"17, 3 st se, willow bunch, saskatchewan, S0H4K0"
8982,128,4 street s,S0G2S0,kipling,saskatchewan,"128, 4 street s, kipling, saskatchewan, S0G2S0"
8983,3275,quance street,S4V3G4,regina,saskatchewan,"3275, quance street, regina, saskatchewan, S4V3G4"
8984,555,red coat drive,S0N0T0,eastend,saskatchewan,"555, red coat drive, eastend, saskatchewan, S0N0T0"
8986,701,ouimet street,S0G5H0,wolseley,saskatchewan,"701, ouimet street, wolseley, saskatchewan, S0G5H0"
8988,801,ouimet st,S0G5H0,wolseley,saskatchewan,"801, ouimet st, wolseley, saskatchewan, S0G5H0"
8989,,,,fort quappelle,saskatchewan,"fort quappelle, saskatchewan"
8990,210,avenue b e,S0A4T0,wynyard,saskatchewan,"210, avenue b e, wynyard, saskatchewan, S0A4T0"
8993,200,bradbrooke drive,S3N2K5,yorkton,saskatchewan,"200, bradbrooke drive, yorkton, saskatchewan, S3N2K5"
8994,270,bradbrooke drive,S3N3Z4,yorkton,saskatchewan,"270, bradbrooke drive, yorkton, saskatchewan, S3N3Z4"
8996,150,independent street,S3N0S7,yorkton,saskatchewan,"150, independent street, yorkton, saskatchewan, S3N0S7"
9001,,mile 1202 alaska highway,Y0B1A0,beaver creek,yukon territories,"mile 1202 alaska highway, beaver creek, yukon territories, Y0B1A0"
9002,6189,6th avenue,Y1A5P5,whitehorse,yukon territories,"6189, 6th avenue, whitehorse, yukon territories, Y1A5P5"
9003,405,ogilvie street,Y1A2S5,whitehorse,yukon territories,"405, ogilvie street, whitehorse, yukon territories, Y1A2S5"
9004,1952,tagish avenue,Y0B1B0,carcross,yukon territories,"1952, tagish avenue, carcross, yukon territories, Y0B1B0"
9005,106,river drive,Y0B1C0,carmacks,yukon territories,"106, river drive, carmacks, yukon territories, Y0B1C0"
9006,60,lazulite drive,Y1A6S9,whitehorse,yukon territories,"60, lazulite drive, whitehorse, yukon territories, Y1A6S9"
9007,501,sixth ave,Y0B1G0,dawson city,yukon territories,"501, sixth ave, dawson city, yukon territories, Y0B1G0"
9010,,mile 1083 alaska highway,Y0B1H0,destruction bay,yukon territories,"mile 1083 alaska highway, destruction bay, yukon territories, Y0B1H0"
9011,402,hanson street,Y1A1Y8,whitehorse,yukon territories,"402, hanson street, whitehorse, yukon territories, Y1A1Y8"
9012,111,bell avenue,Y0B1K0,faro,yukon territories,"111, bell avenue, faro, yukon territories, Y0B1K0"
9013,131,bates street,Y0B1L0,haines junction,yukon territories,"131, bates street, haines junction, yukon territories, Y0B1L0"
9014,302,ogilvie street,Y1A0M1,whitehorse,yukon territories,"302, ogilvie street, whitehorse, yukon territories, Y1A0M1"
9016,21,centre street,Y0B1M0,mayo,yukon territories,"21, centre street, mayo, yukon territories, Y0B1M0"
9017,636,fifth avenue,Y0B1G0,dawson city,yukon territories,"636, fifth avenue, dawson city, yukon territories, Y0B1G0"
9018,609,steele street,Y1A1M9,whitehorse,yukon territories,"609, steele street, whitehorse, yukon territories, Y1A1M9"
9019,,building 200,Y0B1N0,old crow,yukon territories,"building 200, old crow, yukon territories, Y0B1N0"
9020,,,Y0A1C0,watson lake,yukon territories,"watson lake, yukon territories, Y0A1C0"
9021,,kilometre 464 north klondike highway,Y0B1P0,pelly crossing,yukon territories,"kilometre 464 north klondike highway, pelly crossing, yukon territories, Y0B1P0"
9022,5110,fifth avenue,Y1A1L4,whitehorse,yukon territories,"5110, fifth avenue, whitehorse, yukon territories, Y1A1L4"
9023,210,elliott st.,Y1A2A2,whitehorse,yukon territories,"210, elliott st., whitehorse, yukon territories, Y1A2A2"
9024,106,lambert street,Y1A1Z2,whitehorse,yukon territories,"106, lambert street, whitehorse, yukon territories, Y1A1Z2"
9025,14,kulan street,Y0B1S0,ross river,yukon territories,"14, kulan street, ross river, yukon territories, Y0B1S0"
9027,27,dawson avenue,Y0B1B0,teslin,yukon territories,"27, dawson avenue, teslin, yukon territories, Y0B1B0"
9028,6,hospital road,Y1A3H8,whitehorse,yukon territories,"6, hospital road, whitehorse, yukon territories, Y1A3H8"
9029,801,ravenhill dr,Y0A1C0,watson lake,yukon territories,"801, ravenhill dr, watson lake, yukon territories, Y0A1C0"
9030,817,raven hill drive,Y0A1C0,watson lake,yukon territories,"817, raven hill drive, watson lake, yukon territories, Y0A1C0"
9031,90,olive may way,Y1A5P5,whitehose,yukon territories,"90, olive may way, whitehose, yukon territories, Y1A5P5"
9032,405,alexander st,Y1A3H7,whitehorse,yukon territories,"405, alexander st, whitehorse, yukon territories, Y1A3H7"
9033,5,hospital rd,Y1A3H7,whitehorse,yukon territories,"5, hospital rd, whitehorse, yukon territories, Y1A3H7"
9034,9010,quartz road,Y1A2C6,whitehorse,yukon territories,"9010, quartz road, whitehorse, yukon territories, Y1A2C6"
9035,406,lambert street,Y1A1Z7,whitehorse,yukon territories,"406, lambert street, whitehorse, yukon territories, Y1A1Z7"
9036,#4,hospital road,Y1A3H8,whitehorse,yukon territories,"#4, hospital road, whitehorse, yukon territories, Y1A3H8"
9037,5,hospital road,Y1A3H7,whitehorse,yukon territories,"5, hospital road, whitehorse, yukon territories, Y1A3H7"
9038,406,lambert street,Y1A1Z7,whitehorse,yukon territories,"406, lambert street, whitehorse, yukon territories, Y1A1Z7"
9039,5,hospital road,Y1A3H7,whitehorse,yukon territories,"5, hospital road, whitehorse, yukon territories, Y1A3H7"
MC0,123,Champlain Street,,Dieppe,new-brunswick,"123, Champlain Street, Dieppe, new-brunswick"
MC1,185,Acadie Avenue,,Dieppe,new-brunswick,"185, Acadie Avenue, Dieppe, new-brunswick"
MC10,22,Church Street,,Moncton,new-brunswick,"22, Church Street, Moncton, new-brunswick"
MC11,,,,,new-brunswick,new-brunswick
MC12,438,Coverdale Road,,Riverview,new-brunswick,"438, Coverdale Road, Riverview, new-brunswick"
MC2,1116,Mountain Road,,Moncton,new-brunswick,"1116, Mountain Road, Moncton, new-brunswick"
MC3,565,Elmwood Drive,,Moncton,new-brunswick,"565, Elmwood Drive, Moncton, new-brunswick"
MC4,330,Université Avenue,,Moncton,new-brunswick,"330, Université Avenue, Moncton, new-brunswick"
2091,135,macbeath ave,E1C6Z8,moncton,new-brunswick,"135, macbeath ave, moncton, new-brunswick, E1C6Z8"
MC6,89,Trinity Drive,,Moncton,new-brunswick,"89, Trinity Drive, Moncton, new-brunswick"
MC7,1633,Mountain Road,,Moncton,new-brunswick,"1633, Mountain Road, Moncton, new-brunswick"
MC8,1789,Mountain Road,,Moncton,new-brunswick,"1789, Mountain Road, Moncton, new-brunswick"
MC9,165,Main Street,,Moncton,new-brunswick,"165, Main Street, Moncton, new-brunswick"
MS0,2031,MOUNTAIN RD,,MONCTON,new-brunswick,"2031, MOUNTAIN RD, MONCTON, new-brunswick"
MS1,144,BIRCHMOUNT DR,,MONCTON,new-brunswick,"144, BIRCHMOUNT DR, MONCTON, new-brunswick"
MS10,30,LEFURGEY AVE,,MONCTON,new-brunswick,"30, LEFURGEY AVE, MONCTON, new-brunswick"
MS11,30,LOCKHART AVE,,MONCTON,new-brunswick,"30, LOCKHART AVE, MONCTON, new-brunswick"
MS12,406,HIGH ST,,MONCTON,new-brunswick,"406, HIGH ST, MONCTON, new-brunswick"
MS13,110,MURPHY AVE,,MONCTON,new-brunswick,"110, MURPHY AVE, MONCTON, new-brunswick"
MS14,98,GLENGROVE RD,,MONCTON,new-brunswick,"98, GLENGROVE RD, MONCTON, new-brunswick"
MS15,1076,ELMWOOD DR,,MONCTON,new-brunswick,"1076, ELMWOOD DR, MONCTON, new-brunswick"
MS16,64,STEADMAN ST,,MONCTON,new-brunswick,"64, STEADMAN ST, MONCTON, new-brunswick"
MS17,56,DORCHESTER ST,,MONCTON,new-brunswick,"56, DORCHESTER ST, MONCTON, new-brunswick"
MS18,45,LEOPOLD F. BELLIVEAU DR,,MONCTON,new-brunswick,"45, LEOPOLD F. BELLIVEAU DR, MONCTON, new-brunswick"
MS19,37,MCDOUGALL AVE,,MONCTON,new-brunswick,"37, MCDOUGALL AVE, MONCTON, new-brunswick"
MS2,101,ELLERDALE AVE,,MONCTON,new-brunswick,"101, ELLERDALE AVE, MONCTON, new-brunswick"
MS20,75,BRIARLEA DR,,MONCTON,new-brunswick,"75, BRIARLEA DR, MONCTON, new-brunswick"
MS21,337,CAMERON ST,,MONCTON,new-brunswick,"337, CAMERON ST, MONCTON, new-brunswick"
MS22,265,CHURCH ST,,MONCTON,new-brunswick,"265, CHURCH ST, MONCTON, new-brunswick"
MS23,164,PARK ST,,MONCTON,new-brunswick,"164, PARK ST, MONCTON, new-brunswick"
MS24,46,WINNIPEG ST,,MONCTON,new-brunswick,"46, WINNIPEG ST, MONCTON, new-brunswick"
MS25,774,COVERDALE RD,,RIVERVIEW,new-brunswick,"774, COVERDALE RD, RIVERVIEW, new-brunswick"
MS26,2100,AMIRAULT ST,,DIEPPE,new-brunswick,"2100, AMIRAULT ST, DIEPPE, new-brunswick"
MS27,125,AUCOIN ST,,DIEPPE,new-brunswick,"125, AUCOIN ST, DIEPPE, new-brunswick"
MS28,28,TRIDER CT,,RIVERVIEW,new-brunswick,"28, TRIDER CT, RIVERVIEW, new-brunswick"
MS29,88,EMERY ST,,RIVERVIEW,new-brunswick,"88, EMERY ST, RIVERVIEW, new-brunswick"
MS3,26,BROMLEY AVE,,MONCTON,new-brunswick,"26, BROMLEY AVE, MONCTON, new-brunswick"
MS30,448,GAUVIN RD,,DIEPPE,new-brunswick,"448, GAUVIN RD, DIEPPE, new-brunswick"
MS31,36,CHARTERSVILLE RD,,DIEPPE,new-brunswick,"36, CHARTERSVILLE RD, DIEPPE, new-brunswick"
MS32,371,AMIRAULT ST,,DIEPPE,new-brunswick,"371, AMIRAULT ST, DIEPPE, new-brunswick"
MS33,270,JOHN ST,,MONCTON,new-brunswick,"270, JOHN ST, MONCTON, new-brunswick"
MS35,855,AMIRAULT ST,,DIEPPE,new-brunswick,"855, AMIRAULT ST, DIEPPE, new-brunswick"
MS36,700,CHAMPLAIN ST,,DIEPPE,new-brunswick,"700, CHAMPLAIN ST, DIEPPE, new-brunswick"
MS37,175,VIRGINIA AVE,,DIEPPE,new-brunswick,"175, VIRGINIA AVE, DIEPPE, new-brunswick"
MS38,620,LATOUR ST,,DIEPPE,new-brunswick,"620, LATOUR ST, DIEPPE, new-brunswick"
MS39,824,COVERDALE RD,,RIVERVIEW,new-brunswick,"824, COVERDALE RD, RIVERVIEW, new-brunswick"
MS4,55,CAMDEN CRES,,MONCTON,new-brunswick,"55, CAMDEN CRES, MONCTON, new-brunswick"
MS40,53,WELDON ST,,MONCTON,new-brunswick,"53, WELDON ST, MONCTON, new-brunswick"
MS41,72,BOTSFORD ST,,MONCTON,new-brunswick,"72, BOTSFORD ST, MONCTON, new-brunswick"
MS42,35,ATLANTIC BAPTIST AVE,,MONCTON,new-brunswick,"35, ATLANTIC BAPTIST AVE, MONCTON, new-brunswick"
MS43,826,COVERDALE RD,,RIVERVIEW,new-brunswick,"826, COVERDALE RD, RIVERVIEW, new-brunswick"
MS44,50,SUFFOLK ST,,RIVERVIEW,new-brunswick,"50, SUFFOLK ST, RIVERVIEW, new-brunswick"
MS45,125,MURPHY AVE,,MONCTON,new-brunswick,"125, MURPHY AVE, MONCTON, new-brunswick"
MS46,500,ELMWOOD DR,,MONCTON,new-brunswick,"500, ELMWOOD DR, MONCTON, new-brunswick"
MS47,11,BEECHWOOD AVE,,MONCTON,new-brunswick,"11, BEECHWOOD AVE, MONCTON, new-brunswick"
MS48,44,BEECHWOOD AVE,,MONCTON,new-brunswick,"44, BEECHWOOD AVE, MONCTON, new-brunswick"
MS49,137,WHITEPINE RD,,RIVERVIEW,new-brunswick,"137, WHITEPINE RD, RIVERVIEW, new-brunswick"
MS5,80,CHURCH ST,,MONCTON,new-brunswick,"80, CHURCH ST, MONCTON, new-brunswick"
MS50,4,BRIARLEA DR,,MONCTON,new-brunswick,"4, BRIARLEA DR, MONCTON, new-brunswick"
MS51,15,LADY RUSSELL ST,,MONCTON,new-brunswick,"15, LADY RUSSELL ST, MONCTON, new-brunswick"
MS52,560,FRONT MOUNTAIN RD,,MONCTON,new-brunswick,"560, FRONT MOUNTAIN RD, MONCTON, new-brunswick"
MS53,77,GORGE RD,,MONCTON,new-brunswick,"77, GORGE RD, MONCTON, new-brunswick"
MS54,61,GORGE RD,,MONCTON,new-brunswick,"61, GORGE RD, MONCTON, new-brunswick"
MS55,71,GORGE RD,,MONCTON,new-brunswick,"71, GORGE RD, MONCTON, new-brunswick"
MS56,2069,MOUNTAIN RD,,MONCTON,new-brunswick,"2069, MOUNTAIN RD, MONCTON, new-brunswick"
MS57,2166,MOUNTAIN RD,,MONCTON,new-brunswick,"2166, MOUNTAIN RD, MONCTON, new-brunswick"
MS58,393,AMIRAULT ST,,DIEPPE,new-brunswick,"393, AMIRAULT ST, DIEPPE, new-brunswick"
MS59,240,JOHN ST,,MONCTON,new-brunswick,"240, JOHN ST, MONCTON, new-brunswick"
MS6,62,BOTSFORD ST,,MONCTON,new-brunswick,"62, BOTSFORD ST, MONCTON, new-brunswick"
MS62,171,MORTON AVE,,MONCTON,new-brunswick,"171, MORTON AVE, MONCTON, new-brunswick"
MS63,189,MORTON AVE,,MONCTON,new-brunswick,"189, MORTON AVE, MONCTON, new-brunswick"
MS64,599,RYAN ST,,MONCTON,new-brunswick,"599, RYAN ST, MONCTON, new-brunswick"
MS7,30,BURLINGTON AVE,,MONCTON,new-brunswick,"30, BURLINGTON AVE, MONCTON, new-brunswick"
MS8,25,JABEZ ST,,MONCTON,new-brunswick,"25, JABEZ ST, MONCTON, new-brunswick"
MS9,508,ELMWOOD DR,,MONCTON,new-brunswick,"508, ELMWOOD DR, MONCTON, new-brunswick"
NB0,35, Atlantic Baptist Avenue.,E1E4N3,Moncton,new-brunswick,"35,  Atlantic Baptist Avenue., Moncton, new-brunswick, E1E4N3"
NB1,165, Main Street,E4L4S2,Sackville,new-brunswick,"165,  Main Street, Sackville, new-brunswick, E4L4S2"
NB10,50, Suffolk Road,E1B4K6,Riverview,new-brunswick,"50,  Suffolk Road, Riverview, new-brunswick, E1B4K6"
NB11,125, avenue Murphy Avenue,E1A8V2,Moncton,new-brunswick,"125,  avenue Murphy Avenue, Moncton, new-brunswick, E1A8V2"
NB12,45,rue Vue de la riviÃ¨re,E4X0C6,St.-Louis-de-Kent,new-brunswick,"45, rue Vue de la riviÃ¨re, St.-Louis-de-Kent, new-brunswick, E4X0C6"
NB13,403, rue Main,E4P2B9,Shédiac,new-brunswick,"403,  rue Main, Shédiac, new-brunswick, E4P2B9"
NB14,57, West Main Street,E4M1L7,Port Elgin,new-brunswick,"57,  West Main Street, Port Elgin, new-brunswick, E4M1L7"
NB15,640, route 774,E5E1A5,Welshpool,new-brunswick,"640,  route 774, Welshpool, new-brunswick, E5E1A5"
NB16,2, Carleton Kirk Place,E2M5B8,Saint John,new-brunswick,"2,  Carleton Kirk Place, Saint John, new-brunswick, E2M5B8"
NB17,130,  University Avenue,E2K4K3,Saint John,new-brunswick,"130,   University Avenue, Saint John, new-brunswick, E2K4K3"
NB18,54, DeMille Court,E5N5S7,Hampton,new-brunswick,"54,  DeMille Court, Hampton, new-brunswick, E5N5S7"
NB19,34, Hospital Street,E5H1K2,Black's Harbour,new-brunswick,"34,  Hospital Street, Black's Harbour, new-brunswick, E5H1K2"
NB2,5836, King Street,E4H4B9,Riverside Albert,new-brunswick,"5836,  King Street, Riverside Albert, new-brunswick, E4H4B9"
NB20,642, Route 776,E5G3C1,Grand Manan,new-brunswick,"642,  Route 776, Grand Manan, new-brunswick, E5G3C1"
NB21,475, Woodward Avenue,E2K4N1,Saint John,new-brunswick,"475,  Woodward Avenue, Saint John, new-brunswick, E2K4N1"
NB22,8, Squire Drive,E2G2A7,Quispamsis,new-brunswick,"8,  Squire Drive, Quispamsis, new-brunswick, E2G2A7"
NB23,11, Bryant Drive,E4E2P3,Sussex,new-brunswick,"11,  Bryant Drive, Sussex, new-brunswick, E4E2P3"
NB24,1, Chipman Street,E3L2W9,St. Stephen,new-brunswick,"1,  Chipman Street, St. Stephen, new-brunswick, E3L2W9"
NB25,185, Loch Lomond Road,E2J3S3,Saint John,new-brunswick,"185,  Loch Lomond Road, Saint John, new-brunswick, E2J3S3"
NB26,230, Sophia Street,E5B2C2,St. Andrews,new-brunswick,"230,  Sophia Street, St. Andrews, new-brunswick, E5B2C2"
NB27,10, Park Street,E2K4P1,Saint John,new-brunswick,"10,  Park Street, Saint John, new-brunswick, E2K4P1"
NB28,70, Swanton Drive,E2E0M3,Quispamsis,new-brunswick,"70,  Swanton Drive, Quispamsis, new-brunswick, E2E0M3"
NB29,55,  Bloom Lane,E2K0J9,Saint John,new-brunswick,"55,   Bloom Lane, Saint John, new-brunswick, E2K0J9"
NB3,7, Avenue de l'Église,E4V1L6,Saint-Antoine,new-brunswick,"7,  Avenue de l'Église, Saint-Antoine, new-brunswick, E4V1L6"
NB30,231, Britain Street,E2L0A4,Saint John,new-brunswick,"231,  Britain Street, Saint John, new-brunswick, E2L0A4"
NB31,130, Burtt Street,E7M5G6,Woodstock,new-brunswick,"130,  Burtt Street, Woodstock, new-brunswick, E7M5G6"
NB32,139, Rockland Road,E7P1E9,Hartland,new-brunswick,"139,  Rockland Road, Hartland, new-brunswick, E7P1E9"
NB33,3458, Route 625,E6A1C9,Boiestown,new-brunswick,"3458,  Route 625, Boiestown, new-brunswick, E6A1C9"
NB34,2230, Route 102,E5M1J6,Gagetown,new-brunswick,"2230,  Route 102, Gagetown, new-brunswick, E5M1J6"
NB35,12, Lakeview Lane,E4C-3E3Â,Mill Cove,new-brunswick,"12,  Lakeview Lane, Mill Cove, new-brunswick, E4C-3E3Â"
NB36,32,  Lime Kiln Road,E6B1E9,Stanley,new-brunswick,"32,   Lime Kiln Road, Stanley, new-brunswick, E6B1E9"
NB37,521, Woodstock Road,E3B2J2,Fredericton,new-brunswick,"521,  Woodstock Road, Fredericton, new-brunswick, E3B2J2"
NB38,96, Hospital Street,E7J1B9,Bath,new-brunswick,"96,  Hospital Street, Bath, new-brunswick, E7J1B9"
NB39,375, Rainsford Lane,E3B7T1,Fredericton,new-brunswick,"375,  Rainsford Lane, Fredericton, new-brunswick, E3B7T1"
NB4,100,rue Notre-Dame,E4K3W3,Memramcook,new-brunswick,"100, rue Notre-Dame, Memramcook, new-brunswick, E4K3W3"
NB40,379, Rainsford Lane,E3B0K4,Fredericton,new-brunswick,"379,  Rainsford Lane, Fredericton, new-brunswick, E3B0K4"
NB41,5, Manor Drive,E7G2H6,Plaster Rock,new-brunswick,"5,  Manor Drive, Plaster Rock, new-brunswick, E7G2H6"
NB42,20, Tepper Lane,E7H0B8,Perth-Andover,new-brunswick,"20,  Tepper Lane, Perth-Andover, new-brunswick, E7H0B8"
NB43,11, Saunders Road,E6J1K9,McAdam,new-brunswick,"11,  Saunders Road, McAdam, new-brunswick, E6J1K9"
NB44,235, Sunbury Drive,E5L1S1,Fredericton Junction,new-brunswick,"235,  Sunbury Drive, Fredericton Junction, new-brunswick, E5L1S1"
NB45,1100,  Pleasant Drive,E4B2V7,Minto,new-brunswick,"1100,   Pleasant Drive, Minto, new-brunswick, E4B2V7"
NB46,100, Sunset Drive,E3A1A3,Fredericton,new-brunswick,"100,  Sunset Drive, Fredericton, new-brunswick, E3A1A3"
NB47,604, rue Principal,E7E2H5,Saint Léonard,new-brunswick,"604,  rue Principal, Saint Léonard, new-brunswick, E7E2H5"
NB48,25, rue des Ormes,E7A2J6,Baker Brook,new-brunswick,"25,  rue des Ormes, Baker Brook, new-brunswick, E7A2J6"
NB49,433, rue Evangeline,E3Z1G5,Grand-Sault,new-brunswick,"433,  rue Evangeline, Grand-Sault, new-brunswick, E3Z1G5"
NB5,747, Sanatorium Road,E4J1W6,The Glades,new-brunswick,"747,  Sanatorium Road, The Glades, new-brunswick, E4J1W6"
NB50,465, boulevard Hébert-Nord,E3V0E9,Edmundston,new-brunswick,"465,  boulevard Hébert-Nord, Edmundston, new-brunswick, E3V0E9"
NB51,11, rue Levesque,E8A1T1,Saint-Quentin,new-brunswick,"11,  rue Levesque, Saint-Quentin, new-brunswick, E8A1T1"
NB52,101, Dover Street,E3N3K6,Campbellton,new-brunswick,"101,  Dover Street, Campbellton, new-brunswick, E3N3K6"
NB53,296, rue Victoria Street,E8C2R8,Dalhousie,new-brunswick,"296,  rue Victoria Street, Dalhousie, new-brunswick, E8C2R8"
NB54,1289, chemin Robertville,E8K2V9,Robertville,new-brunswick,"1289,  chemin Robertville, Robertville, new-brunswick, E8K2V9"
